,ins_74901673,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_217,10,Terminated,673795,673797,m_2637,1,1.1,13,16,0.02,0.02.1
7209,ins_181343029,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519495,519510,m_1669,1,1,13.0,70.0,,
7210,ins_507717408,M23_22,j_22784,1,Terminated,519324,519403,m_1522,1,1,81.0,142.0,,
7211,ins_396704276,M23_22,j_22784,1,Terminated,519324,519396,m_667,1,1,84.0,135.0,0.06,0.06
7212,ins_1344581137,R13_23,j_22784,1,Terminated,519475,519479,m_1190,1,1,94.0,116.0,0.03,0.04
7213,ins_254453353,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_3183,1,1,15.0,70.0,0.04,0.08
7214,ins_740333442,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519516,m_2301,1,1,12.0,71.0,0.05,0.09
7215,ins_1070682823,M23_22,j_22784,1,Terminated,519324,519400,m_3899,1,1,86.0,135.0,,
7216,ins_998936884,M23_22,j_22784,1,Terminated,519324,519392,m_3334,1,1,87.0,141.0,0.01,0.05
7217,ins_1089221931,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519515,m_2956,1,1,15.0,59.0,0.04,0.08
7218,ins_45394544,M23_22,j_22784,1,Terminated,519324,519394,m_140,1,1,97.0,127.0,0.06,0.06
7219,ins_112428185,R19_23,j_22784,1,Terminated,519475,519479,m_598,1,1,91.0,117.0,0.03,0.04
7220,ins_1252715803,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_2412,1,1,15.0,73.0,0.04,0.08
7221,ins_452823929,M23_22,j_22784,1,Terminated,519325,519395,m_561,1,1,87.0,182.0,0.06,0.06
7222,ins_550145630,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519515,m_1016,1,1,12.0,63.0,0.04,0.09
7223,ins_845422666,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_2507,1,1,14.0,82.0,0.04,0.09
7224,ins_1282024635,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519511,m_2761,1,1,12.0,73.0,,
7225,ins_719947280,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519495,519510,m_3538,1,1,13.0,78.0,,
7226,ins_1171410012,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519507,m_3167,1,1,16.0,74.0,0.04,0.07
7227,ins_417147264,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519511,m_118,1,1,14.0,67.0,,
7228,ins_425396703,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519515,m_2100,1,1,14.0,62.0,0.04,0.08
7229,ins_917616036,M23_22,j_22784,1,Terminated,519324,519394,m_70,1,1,92.0,178.0,0.06,0.06
7230,ins_1199715396,M23_22,j_22784,1,Terminated,519324,519395,m_2687,1,1,90.0,166.0,0.06,0.06
7231,ins_1170811311,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_2,1,1,15.0,69.0,0.05,0.09
7232,ins_955384995,M23_22,j_22784,1,Terminated,519325,519399,m_3546,1,1,90.0,168.0,0.06,0.06
7233,ins_263680631,M23_22,j_22784,1,Terminated,519324,519383,m_2910,1,1,98.0,193.0,0.06,0.06
7234,ins_447499470,R12_23,j_22784,1,Terminated,519476,519479,m_619,1,1,86.0,98.0,0.03,0.04
7235,ins_740333521,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_2078,1,1,13.0,75.0,0.05,0.09
7236,ins_45394446,M23_22,j_22784,1,Terminated,519324,519398,m_1909,1,1,94.0,188.0,0.06,0.06
7237,ins_241108794,R15_23,j_22784,1,Terminated,519476,519478,m_1927,1,1,94.0,110.0,0.03,0.04
7238,ins_751773082,M23_22,j_22784,1,Terminated,519324,519405,m_850,1,1,92.0,193.0,0.06,0.06
7239,ins_644041113,M23_22,j_22784,1,Terminated,519325,519387,m_1187,1,1,88.0,124.0,0.06,0.06
7240,ins_488593538,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1586,1,1,14.0,70.0,0.04,0.08
7241,ins_1199119121,M23_22,j_22784,1,Terminated,519324,519396,m_360,1,1,94.0,192.0,0.06,0.06
7242,ins_9372411,M23_22,j_22784,1,Terminated,519324,519392,m_2257,1,1,94.0,141.0,0.06,0.06
7243,ins_874060364,M23_22,j_22784,1,Terminated,519324,519402,m_428,1,1,93.0,165.0,0.06,0.06
7244,ins_452149891,M23_22,j_22784,1,Terminated,519325,519398,m_1854,1,1,87.0,165.0,0.06,0.06
7245,ins_131766098,M23_22,j_22784,1,Terminated,519325,519404,m_890,1,1,88.0,160.0,0.06,0.06
7246,ins_507716881,M23_22,j_22784,1,Terminated,519323,519396,m_1585,1,1,90.0,134.0,,
7247,ins_379717375,R15_23,j_22784,1,Terminated,519475,519478,m_1737,1,1,97.0,105.0,0.03,0.04
7248,ins_54667920,R5_23,j_22784,1,Terminated,519476,519479,m_262,1,1,97.0,120.0,0.03,0.04
7249,ins_1264362979,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519519,m_424,1,1,11.0,57.0,0.04,0.09
7250,ins_1011183487,M23_22,j_22784,1,Terminated,519324,519391,m_2340,1,1,90.0,143.0,0.06,0.06
7251,ins_1199119050,M23_22,j_22784,1,Terminated,519324,519410,m_1544,1,1,81.0,140.0,,
7252,ins_127857597,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519516,m_1309,1,1,13.0,65.0,0.05,0.09
7253,ins_55669335,M23_22,j_22784,1,Terminated,519324,519393,m_3581,1,1,96.0,134.0,0.06,0.06
7254,ins_1199119322,M23_22,j_22784,1,Terminated,519324,519399,m_2076,1,1,92.0,176.0,0.06,0.06
7255,ins_1107728634,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_759,1,1,17.0,63.0,0.04,0.08
7256,ins_964253357,R18_23,j_22784,1,Terminated,519477,519480,m_3374,1,1,82.0,91.0,0.04,0.05
7257,ins_407255390,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_1847,1,1,16.0,76.0,0.04,0.08
7258,ins_1270410402,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519513,m_1881,1,1,12.0,68.0,,
7259,ins_614813276,M23_22,j_22784,1,Terminated,519325,519395,m_567,1,1,88.0,141.0,0.06,0.06
7260,ins_219679561,R6_23,j_22784,1,Terminated,519476,519478,m_171,1,1,90.0,96.0,0.03,0.04
7261,ins_54667736,R5_23,j_22784,1,Terminated,519478,519480,m_1880,1,1,94.0,129.0,0.04,0.04
7262,ins_998936801,M23_22,j_22784,1,Terminated,519325,519399,m_1656,1,1,84.0,138.0,0.06,0.06
7263,ins_534141776,M23_22,j_22784,1,Terminated,519325,519393,m_2561,1,1,86.0,162.0,0.06,0.06
7264,ins_239280035,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_2786,1,1,15.0,71.0,0.05,0.09
7265,ins_1242966245,M23_22,j_22784,1,Terminated,519324,519377,m_172,1,1,99.0,165.0,0.06,0.06
7266,ins_335794331,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_3266,1,1,11.0,71.0,0.05,0.09
7267,ins_1118363564,M23_22,j_22784,1,Terminated,519324,519388,m_3667,1,1,97.0,158.0,0.06,0.06
7268,ins_55668877,M23_22,j_22784,1,Terminated,519325,519400,m_3892,1,1,83.0,120.0,0.06,0.06
7269,ins_662525685,M23_22,j_22784,1,Terminated,519324,519399,m_1025,1,1,85.0,136.0,,
7270,ins_754515472,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1650,1,1,14.0,64.0,0.05,0.09
7271,ins_535224812,R8_23,j_22784,1,Terminated,519475,519478,m_691,1,1,98.0,105.0,0.03,0.04
7272,ins_934343694,R29_28,j_22784,1,Terminated,519533,519541,m_1154,1,1,177.0,667.0,0.11,0.13
7273,ins_1037007161,M23_22,j_22784,1,Terminated,519325,519391,m_1856,1,1,89.0,131.0,0.06,0.06
7274,ins_380758129,M23_22,j_22784,1,Terminated,519325,519389,m_3516,1,1,91.0,130.0,0.06,0.06
7275,ins_335793792,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519510,m_1738,1,1,14.0,64.0,,
7276,ins_1147036609,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_3173,1,1,14.0,72.0,0.04,0.09
7277,ins_701207847,M23_22,j_22784,1,Terminated,519324,519392,m_2142,1,1,90.0,161.0,0.06,0.06
7278,ins_662525598,M23_22,j_22784,1,Terminated,519325,519397,m_1065,1,1,87.0,123.0,0.06,0.06
7279,ins_826690113,M23_22,j_22784,1,Terminated,519324,519399,m_2349,1,1,93.0,122.0,0.06,0.06
7280,ins_224490846,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_106,1,1,13.0,73.0,0.05,0.09
7281,ins_286031964,R16_23,j_22784,1,Terminated,519476,519478,m_2526,1,1,88.0,97.0,0.03,0.04
7282,ins_1344581215,R13_23,j_22784,1,Terminated,519475,519478,m_2318,1,1,93.0,110.0,0.03,0.04
7283,ins_625433496,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1328,1,1,14.0,73.0,0.05,0.09
7284,ins_1152059407,M23_22,j_22784,1,Terminated,519325,519393,m_2647,1,1,88.0,122.0,0.06,0.06
7285,ins_279327220,M23_22,j_22784,1,Terminated,519324,519403,m_423,1,1,84.0,122.0,,
7286,ins_360679883,M23_22,j_22784,1,Terminated,519325,519392,m_2322,1,1,90.0,177.0,0.06,0.06
7287,ins_46502491,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_2998,1,1,13.0,65.0,0.05,0.09
7288,ins_534141160,M23_22,j_22784,1,Terminated,519324,519403,m_863,1,1,84.0,147.0,,
7289,ins_371828554,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_2940,1,1,14.0,65.0,0.04,0.09
7290,ins_574796346,M23_22,j_22784,1,Terminated,519325,519406,m_2115,1,1,84.0,113.0,0.06,0.06
7291,ins_589028164,M23_22,j_22784,1,Terminated,519324,519393,m_1852,1,1,98.0,140.0,0.06,0.06
7292,ins_241109367,R15_23,j_22784,1,Terminated,519476,519479,m_15,1,1,89.0,100.0,0.03,0.04
7293,ins_579668978,M23_22,j_22784,1,Terminated,519324,519391,m_3026,1,1,93.0,170.0,0.06,0.06
7294,ins_1189096493,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519511,m_2197,1,1,14.0,68.0,,
7295,ins_1270402517,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519516,m_2433,1,1,13.0,66.0,0.04,0.09
7296,ins_1136701384,M23_22,j_22784,1,Terminated,519325,519403,m_1322,1,1,83.0,124.0,0.06,0.06
7297,ins_801278595,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_3739,1,1,13.0,66.0,0.05,0.09
7298,ins_955385091,M23_22,j_22784,1,Terminated,519325,519401,m_987,1,1,85.0,122.0,0.06,0.06
7299,ins_112428026,R19_23,j_22784,1,Terminated,519476,519479,m_2846,1,1,86.0,95.0,0.03,0.04
7300,ins_1147029087,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519508,m_1066,1,1,16.0,80.0,0.04,0.07
7301,ins_1341361865,M23_22,j_22784,1,Terminated,519325,519390,m_3439,1,1,91.0,137.0,0.06,0.06
7302,ins_1170810460,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_3019,1,1,14.0,67.0,0.05,0.09
7303,ins_371828363,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_2441,1,1,14.0,62.0,0.04,0.08
7304,ins_946090335,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519513,m_2457,1,1,14.0,69.0,0.04,0.09
7305,ins_279327375,M23_22,j_22784,1,Terminated,519325,519394,m_3557,1,1,88.0,146.0,0.06,0.06
7306,ins_998497864,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_537,1,1,14.0,62.0,0.05,0.09
7307,ins_655589410,R16_23,j_22784,1,Terminated,519475,519477,m_2450,1,1,99.0,150.0,0.03,0.04
7308,ins_290472697,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519511,m_2041,1,1,15.0,73.0,0.05,0.09
7309,ins_740333993,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519509,m_3523,1,1,13.0,70.0,,
7310,ins_381418247,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_3027,1,1,13.0,57.0,0.05,0.09
7311,ins_782537670,M23_22,j_22784,1,Terminated,519325,519396,m_1673,1,1,86.0,155.0,0.06,0.06
7312,ins_90709063,M23_22,j_22784,1,Terminated,519323,519395,m_4014,1,1,89.0,184.0,,
7313,ins_998937222,M23_22,j_22784,1,Terminated,519323,519389,m_3566,1,1,91.0,184.0,,
7314,ins_1253926526,R13_23,j_22784,1,Terminated,519476,519479,m_2713,1,1,86.0,150.0,0.03,0.04
7315,ins_554358344,R3_23,j_22784,1,Terminated,519475,519478,m_3782,1,1,95.0,122.0,0.03,0.04
7316,ins_360680065,M23_22,j_22784,1,Terminated,519324,519390,m_1727,1,1,98.0,144.0,0.06,0.06
7317,ins_162086704,R3_23,j_22784,1,Terminated,519476,519479,m_2140,1,1,89.0,108.0,0.03,0.04
7318,ins_1144178329,R10_23,j_22784,1,Terminated,519475,519478,m_1239,1,1,94.0,118.0,0.03,0.04
7319,ins_307545070,R4_23,j_22784,1,Terminated,519476,519479,m_1768,1,1,85.0,100.0,0.03,0.04
7320,ins_1333488786,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_984,1,1,14.0,70.0,0.05,0.09
7321,ins_655589121,R16_23,j_22784,1,Terminated,519475,519478,m_2873,1,1,97.0,107.0,0.03,0.04
7322,ins_498483301,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_1643,1,1,12.0,65.0,0.05,0.09
7323,ins_463706779,R6_23,j_22784,1,Terminated,519475,519478,m_407,1,1,95.0,142.0,0.03,0.04
7324,ins_1161658939,M23_22,j_22784,1,Terminated,519325,519392,m_2037,1,1,91.0,124.0,0.06,0.06
7325,ins_745362086,M23_22,j_22784,1,Terminated,519325,519395,m_568,1,1,91.0,170.0,0.06,0.06
7326,ins_1170811232,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519513,m_451,1,1,14.0,60.0,0.04,0.08
7327,ins_1181983489,R6_23,j_22784,1,Terminated,519476,519479,m_468,1,1,88.0,112.0,0.03,0.04
7328,ins_1079849013,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_457,1,1,12.0,73.0,0.05,0.09
7329,ins_625432686,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_2798,1,1,13.0,62.0,0.05,0.09
7330,ins_360679566,M23_22,j_22784,1,Terminated,519324,519389,m_1904,1,1,92.0,145.0,0.06,0.06
7331,ins_1281025280,M23_22,j_22784,1,Terminated,519325,519413,m_3835,1,1,79.0,111.0,0.06,0.06
7332,ins_299408563,M23_22,j_22784,1,Terminated,519324,519397,m_1891,1,1,90.0,121.0,0.06,0.06
7333,ins_776348230,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519514,m_394,1,1,14.0,73.0,0.04,0.08
7334,ins_162086965,R3_23,j_22784,1,Terminated,519476,519479,m_1195,1,1,80.0,103.0,0.03,0.04
7335,ins_1008672627,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519498,519515,m_2953,1,1,15.0,68.0,0.05,0.09
7336,ins_1007875863,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519511,m_3582,1,1,14.0,70.0,0.04,0.09
7337,ins_345041842,M23_22,j_22784,1,Terminated,519324,519394,m_3586,1,1,97.0,181.0,0.06,0.06
7338,ins_193071883,R10_23,j_22784,1,Terminated,519475,519478,m_2889,1,1,96.0,101.0,0.03,0.04
7339,ins_874060866,M23_22,j_22784,1,Terminated,519325,519396,m_1198,1,1,87.0,150.0,0.06,0.06
7340,ins_929853136,M23_22,j_22784,1,Terminated,519323,519395,m_1577,1,1,90.0,149.0,,
7341,ins_416112482,M23_22,j_22784,1,Terminated,519324,519396,m_3020,1,1,90.0,156.0,0.06,0.06
7342,ins_181342219,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1863,1,1,13.0,68.0,0.05,0.09
7343,ins_299409134,M23_22,j_22784,1,Terminated,519325,519396,m_1746,1,1,84.0,121.0,0.06,0.06
7344,ins_209134716,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519509,m_1940,1,1,16.0,64.0,0.04,0.09
7345,ins_956148766,R29_28,j_22784,1,Terminated,519533,519541,m_2989,1,1,170.0,622.0,0.1,0.13
7346,ins_127764062,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519518,m_1964,1,1,12.0,79.0,0.05,0.09
7347,ins_1314027519,R2_23,j_22784,1,Terminated,519476,519478,m_1913,1,1,91.0,104.0,0.03,0.04
7348,ins_46502869,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519495,519508,m_3086,1,1,15.0,68.0,,
7349,ins_955072274,M23_22,j_22784,1,Terminated,519324,519392,m_434,1,1,91.0,176.0,0.06,0.06
7350,ins_1233235959,R18_23,j_22784,1,Terminated,519476,519479,m_2273,1,1,88.0,136.0,0.03,0.04
7351,ins_305821967,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_2871,1,1,11.0,65.0,0.05,0.09
7352,ins_712171185,R29_28,j_22784,1,Terminated,519533,519544,m_4,1,1,147.0,573.0,0.1,0.13
7353,ins_193072438,R10_23,j_22784,1,Terminated,519476,519478,m_1099,1,1,98.0,105.0,0.03,0.04
7354,ins_964245431,R18_23,j_22784,1,Terminated,519476,519479,m_2713,1,1,86.0,104.0,0.03,0.04
7355,ins_579804178,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519511,m_1523,1,1,14.0,64.0,0.0,0.02
7356,ins_300950815,R20_23,j_22784,1,Terminated,519475,519478,m_3860,1,1,93.0,103.0,0.03,0.04
7357,ins_46503035,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519509,m_3134,1,1,15.0,74.0,,
7358,ins_488593386,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_1036,1,1,15.0,70.0,0.04,0.08
7359,ins_345040859,M23_22,j_22784,1,Terminated,519324,519403,m_698,1,1,81.0,147.0,,
7360,ins_469448542,R24_23,j_22784,1,Terminated,519475,519478,m_3116,1,1,93.0,100.0,0.03,0.04
7361,ins_1253926614,R13_23,j_22784,1,Terminated,519476,519479,m_3737,1,1,80.0,93.0,0.03,0.04
7362,ins_848518549,M23_22,j_22784,1,Terminated,519324,519391,m_2850,1,1,86.0,137.0,,
7363,ins_335794115,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_3952,1,1,15.0,62.0,0.05,0.09
7364,ins_99986622,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_3915,1,1,16.0,54.0,0.04,0.08
7365,ins_523277749,M23_22,j_22784,1,Terminated,519324,519394,m_2571,1,1,95.0,192.0,0.06,0.06
7366,ins_533463921,M23_22,j_22784,1,Terminated,519325,519401,m_3297,1,1,85.0,122.0,0.06,0.06
7367,ins_662880020,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519513,m_1311,1,1,12.0,69.0,0.0,0.03
7368,ins_224491146,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_3002,1,1,12.0,71.0,0.05,0.09
7369,ins_550145717,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519509,m_527,1,1,14.0,77.0,0.05,0.09
7370,ins_874060530,M23_22,j_22784,1,Terminated,519324,519401,m_211,1,1,94.0,123.0,0.06,0.06
7371,ins_1270836728,M23_22,j_22784,1,Terminated,519324,519393,m_1237,1,1,86.0,118.0,,
7372,ins_1181982729,R6_23,j_22784,1,Terminated,519475,519478,m_1152,1,1,97.0,109.0,0.03,0.04
7373,ins_407255240,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_2724,1,1,15.0,71.0,0.04,0.09
7374,ins_234737201,R9_23,j_22784,1,Terminated,519476,519479,m_108,1,1,95.0,126.0,0.03,0.04
7375,ins_756863736,R12_23,j_22784,1,Terminated,519476,519479,m_3397,1,1,88.0,98.0,0.03,0.04
7376,ins_668942280,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519510,m_1588,1,1,15.0,60.0,0.05,0.08
7377,ins_1341362630,M23_22,j_22784,1,Terminated,519324,519387,m_812,1,1,91.0,121.0,0.06,0.06
7378,ins_9372644,M23_22,j_22784,1,Terminated,519324,519397,m_339,1,1,91.0,124.0,0.06,0.06
7379,ins_1218039478,M23_22,j_22784,1,Terminated,519324,519387,m_3955,1,1,98.0,156.0,0.06,0.06
7380,ins_701208015,M23_22,j_22784,1,Terminated,519325,519399,m_1498,1,1,88.0,173.0,0.06,0.06
7381,ins_193071732,R10_23,j_22784,1,Terminated,519476,519478,m_2076,1,1,88.0,102.0,0.03,0.04
7382,ins_562656499,M23_22,j_22784,1,Terminated,519325,519386,m_3223,1,1,89.0,132.0,0.06,0.06
7383,ins_662525421,M23_22,j_22784,1,Terminated,519324,519395,m_1902,1,1,93.0,146.0,0.06,0.06
7384,ins_1080285171,M23_22,j_22784,1,Terminated,519324,519391,m_896,1,1,84.0,113.0,,
7385,ins_1079848823,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519513,m_1899,1,1,15.0,62.0,0.05,0.09
7386,ins_836331622,M23_22,j_22784,1,Terminated,519325,519409,m_49,1,1,85.0,171.0,0.06,0.06
7387,ins_782834149,M23_22,j_22784,1,Terminated,519324,519402,m_2836,1,1,81.0,133.0,,
7388,ins_305821601,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519495,519510,m_1741,1,1,11.0,75.0,,
7389,ins_131766541,M23_22,j_22784,1,Terminated,519324,519408,m_1748,1,1,91.0,124.0,0.06,0.06
7390,ins_845421935,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1251,1,1,14.0,68.0,0.05,0.09
7391,ins_1027422790,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519509,m_2604,1,1,14.0,81.0,,
7392,ins_407255562,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519509,m_770,1,1,16.0,70.0,,
7393,ins_550146661,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519511,m_825,1,1,11.0,77.0,0.05,0.09
7394,ins_379716844,R15_23,j_22784,1,Terminated,519476,519478,m_305,1,1,92.0,102.0,0.03,0.04
7395,ins_903007859,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519514,m_2361,1,1,15.0,70.0,0.04,0.09
7396,ins_929853519,M23_22,j_22784,1,Terminated,519325,519395,m_3817,1,1,78.0,102.0,0.0,
7397,ins_387102111,M23_22,j_22784,1,Terminated,519324,519410,m_1471,1,1,81.0,127.0,,
7398,ins_782833854,M23_22,j_22784,1,Terminated,519324,519396,m_3542,1,1,90.0,128.0,0.06,0.06
7399,ins_173110271,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519497,519512,m_1574,1,1,15.0,58.0,0.04,0.08
7400,ins_371475910,M23_22,j_22784,1,Terminated,519324,519398,m_149,1,1,90.0,155.0,0.06,0.06
7401,ins_1108166395,M23_22,j_22784,1,Terminated,519324,519394,m_609,1,1,87.0,170.0,,
7402,ins_407560793,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519513,m_2611,1,1,15.0,62.0,,
7403,ins_712171771,R29_28,j_22784,1,Terminated,519533,519543,m_1555,1,1,160.0,614.0,0.1,0.13
7404,ins_407561334,J28_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_1,j_22784,1,Terminated,519496,519511,m_747,1,1,14.0,68.0,,
7405,ins_1253925857,R13_23,j_22784,1,Terminated,519476,519479,m_986,1,1,87.0,93.0,0.03,0.04
